ID,Age,Experience,Income,Pincode,Family,CCAvg,Education,Mortgage,Loanapproved,SecuritiesAccount,CDAccount,Online,CreditCard
1066,28,10,unemployed,488474,5,0.05,Bachelors,0.0,1,0,1,1,1
1067,35yrs,16,38.42,725940,1,0.72,Bachelors,33.74,1,0,1,1,1
1068,29,7,35.7,608797,1,0.16,12th or less,19.93,1,0,0,1,0
1069,38,20,n/a,531198,5,0.05,Post Graduate,0.0,1,0,0,0,0
1070,40,18,14.75,563364,5,0.8,12th or less,17.44,1,0,0,1,0
1071,56,37,12.45,957145,5,0.28,Bachelors,4.11,1,n/a,0,1,1
1072,65,43,8.18,766963,2,0.16,Post Graduate,7.36,1,0,1,1,0
1073,64,43,31.07,449637,1,0.25,Post Graduate,39.77,1,0,1,0,0
1074,46yrs 6 months,28,Rs 27 lacs,743555,3,0.05,Bachelors,0.0,1,1,1,0,0
1075,22yrs,0,19.51,998972,0,0.56,12th or less,6.38,0,1,0,1,0
1076,58yrs 9 months,38,n/a,317832,1,0.05,Bachelors,0.0,1,0,0,1,0
1077,26yrs,8,Rs 28 lacs,264121,0,0.05,Post Graduate,0.0,1,0,1,0,0
1078,23,2,12.93,673057,1,0.39,Post Graduate,12.71,1,0,1,1,0
1079,41,20,13.94,565006,2,0.46,12th or less,7.462999999999999,1,0,0,0,1
1080,43,22,18.64,688536,2,0.34,Post Graduate,4.55,1,0,0,0,0
1081,46,28,24.93,426531,1,0.66,Bachelors,12.96,1,1,1,1,1
1082,42yrs,20,23.45,465127,2,0.65,12th or less,9.16,1,1,1,0,1
1083,40yrs,18,n/a,512558,3,0.05,Bachelors,0.0,1,1,1,0,0
1084,65yrs 4 months,,18.51,398968,2,0.37,12th or less,6.37,0,0,1,1,0
1085,50,31,19.12,363124,3,0.33,Post Graduate,4.89,1,0,0,0,0
1086,52yrs,32,16.54,860906,1,0.27,Bachelors,14.57,1,1,1,0,1
1087,22,,11.58,554554,4,0.11,Bachelors,6.96,1,1,0,0,1
1088,60yrs,40,unemployed,397100,3,0.05,12th or less,0.0,0,1,1,1,0
1089,59yrs 7 months,37,38.04,291672,2,0.99,Bachelors,27.34,1,0,1,1,0
1090,58,36,41.27,797011,1,0.79,Post Graduate,21.2,1,1,0,0,0
1091,50yrs 10 months,32,18.89,434340,0,0.1,Bachelors,24.29,0,n/a,1,1,1
1092,52yrs 8 months,30,12.31,182520,0,0.07,Bachelors,9.31,1,0,0,0,0
1093,47yrs,28,15.27,206252,3,0.45,Bachelors,8.26,0,1,1,0,0
1094,32,11,24.27,792033,3,0.11,Bachelors,10.79,1,0,1,0,0
1095,43,23,34.17,798473,3,0.91,12th or less,23.4,1,0,0,1,0
1096,35yrs,17,24.43,347921,1,0.42,Bachelors,3.97,1,0,0,0,1
1097,55yrs,35,18.22,588895,5,0.53,Post Graduate,18.61,1,1,0,0,0
1098,61,n/a,45.97,774770,2,1.22,12th or less,52.68,0,0,1,0,0
1099,63yrs,n/a,68.47,655428,4,0.7,Post Graduate,75.27,1,1,0,1,0
1100,23,1,35.22,775492,3,0.81,Bachelors,39.08,1,0,0,0,1
1101,35,14,9.37,699179,1,0.24,Bachelors,8.551,0,1,1,1,1
1102,25yrs 11 months,3,18.48,688382,2,0.34,12th or less,9.11,1,1,0,1,1
1103,48yrs 9 months,26,55.33,682093,5,0.68,Post Graduate,48.01,1,0,1,0,1
1104,60yrs 4 months,40,15.24,413916,4,0.07,Post Graduate,14.994,1,1,1,1,0
1105,30,11,25.18,693293,3,0.77,Bachelors,11.72,1,1,1,0,1
1106,42yrs,21,24.6,157071,4,0.54,12th or less,29.54,1,1,1,1,0
1107,23yrs 11 months,1,28.8,805239,4,0.29,Bachelors,16.3,1,0,1,0,1
1108,59,37,7.27,711468,5,0.18,Post Graduate,4.49,0,0,0,0,1
1109,58,40,37.1,740430,1,0.29,Bachelors,5.6,1,1,1,0,1
1110,56,34,29.86,609233,1,0.56,Post Graduate,9.67,1,0,0,0,0
1111,64,45,13.54,575876,2,0.44,Post Graduate,14.42,0,1,1,0,0
1112,22yrs,1,21.29,115358,2,0.37,Bachelors,17.8,1,0,1,0,0
1113,45,23,unemployed,342323,4,0.05,12th or less,0.0,0,0,0,1,1
1114,58yrs,40,unemployed,205770,1,0.05,Post Graduate,0.0,1,1,0,1,1
1115,50yrs,32,9.52,841391,4,0.09,12th or less,10.92,1,0,1,0,0
1116,26yrs 11 months,6,unemployed,608854,3,0.05,12th or less,0.0,1,1,1,1,1
1117,35yrs,,34.98,417426,1,0.31,Bachelors,32.3,0,1,0,0,0
1118,41,19,31.68,166410,2,0.5,Bachelors,20.16,1,1,0,0,1
1119,40,18,21.98,490185,0,0.62,Bachelors,9.81,1,0,0,0,0
1120,33yrs,12,67.88,684698,3,2.07,Bachelors,52.69,1,0,0,0,0
1121,31yrs 8 months,12,41.88,763200,4,1.23,Bachelors,32.82,1,0,1,1,1
1122,24,3,10.04,769426,2,0.3,Post Graduate,4.68,0,1,1,1,0
1123,54yrs 3 months,34,29.47,187025,4,0.33,Post Graduate,35.309,1,0,0,1,0
1124,34yrs 7 months,14,Rs 11 lacs,586754,2,0.05,Post Graduate,0.0,0,0,1,0,0
1125,58yrs,38,10.99,747344,5,0.32,Bachelors,6.05,1,0,1,1,1
1126,32,12,29.9,321871,1,0.71,12th or less,26.04,1,0,0,1,1
1127,34yrs 1 months,12,15.3,342226,5,0.18,Bachelors,14.22,1,0,0,0,1
1128,34yrs,14,52.06,900663,4,0.83,Bachelors,40.9,1,1,0,1,0
1129,45yrs 7 months,27,11.22,215027,4,0.2,12th or less,9.28,0,1,0,0,0
1130,39yrs 10 months,18,26.14,583000,4,0.12,Bachelors,6.93,1,1,1,1,0
1131,38yrs,16,13.87,214514,1,0.13,12th or less,28.848999999999997,0,0,0,1,0
1132,32yrs 4 months,12,12.45,946384,0,0.17,Bachelors,9.94,0,0,1,1,0
1133,23,1,33.91,816425,5,0.78,12th or less,7.27,1,0,0,0,0
1134,57,39,Rs 31 lacs,998165,4,0.05,Post Graduate,0.0,0,0,1,0,0
1135,29yrs 10 months,7,30.56,897646,1,0.77,Bachelors,13.44,1,n/a,0,0,0
1136,49,28,Rs 47 lacs,366629,2,0.05,12th or less,0.0,0,0,0,1,1
1137,48yrs,27,7.43,149273,0,0.08,Post Graduate,4.62,1,0,1,0,0
1138,42yrs,24,19.34,357641,0,0.46,12th or less,21.09,1,1,0,0,0
1139,21yrs 9 months,2,27.2,412659,2,0.12,Bachelors,26.34,1,1,0,1,1
1140,32,12,14.83,870725,0,0.18,Bachelors,5.78,1,0,1,0,0
1141,24,5,21.07,762678,5,0.45,Bachelors,24.76,0,n/a,0,0,1
1142,44,,13.77,836345,5,0.43,Bachelors,6.33,1,1,0,1,0
1143,23yrs,5,unemployed,782008,0,0.05,12th or less,0.0,0,1,0,0,1
1144,26yrs,4,13.66,884181,0,0.19,Bachelors,12.93,1,1,0,0,1
1145,21,0,15.79,863798,4,0.17,12th or less,16.59,1,n/a,1,0,1
1146,37,18,18.97,829013,1,0.46,12th or less,5.22,1,1,0,0,1
1147,23,1,20.01,975905,1,0.54,Bachelors,16.82,1,0,0,0,0
1148,23,2,Rs 13 lacs,911227,1,0.05,12th or less,0.0,1,1,0,0,0
1149,29,n/a,unemployed,123161,1,0.05,12th or less,0.0,1,1,1,0,1
1150,38yrs,16,30.91,187614,2,0.91,Bachelors,30.17,1,0,0,0,0
1151,53yrs 9 months,32,26.23,428623,1,0.19,Bachelors,6.47,1,0,0,0,1
1152,63yrs,43,31.41,328816,1,0.58,Post Graduate,35.54,1,1,0,0,1
1153,46yrs,27,42.72,901242,0,0.69,Bachelors,6.62,1,0,1,0,1
1154,42,,57.12,966679,2,0.94,12th or less,40.36,1,1,0,1,0
1155,21,2,22.1,760895,3,0.63,Post Graduate,26.24,0,0,0,1,1
1156,39yrs 9 months,20,36.2,148315,2,0.95,Bachelors,30.65,1,1,0,0,0
1157,26yrs,5,14.65,123708,1,0.35,12th or less,4.41,0,0,0,1,1
1158,46yrs,n/a,7.64,327888,0,0.13,Bachelors,7.11,1,1,1,0,1
1159,41yrs,21,19.36,158275,0,0.47,Post Graduate,22.58,1,1,1,0,1
1160,25yrs 4 months,n/a,14.81,910065,3,0.37,Post Graduate,9.57,1,1,0,0,1
1161,38yrs 8 months,17,32.65,921605,0,0.3,Bachelors,36.9,1,0,1,1,0
1162,65yrs 4 months,43,25.51,784797,5,0.62,Bachelors,13.52,1,1,0,1,1
1163,35,16,9.41,195925,3,0.09,Bachelors,2.23,1,0,1,0,0
1164,40yrs 7 months,21,17.64,357052,2,0.13,Post Graduate,14.54,1,0,0,1,1
1165,48yrs,27,19.96,486682,4,0.39,Bachelors,15.36,0,0,0,1,0
1166,57,36,32.93,912271,4,0.54,Bachelors,39.2,1,1,1,0,1
1167,29,8,13.04,419632,0,0.28,Bachelors,10.05,1,0,0,0,1
1168,46yrs,25,68.58,728217,0,1.31,Post Graduate,21.87,1,1,1,1,0
1169,40,21,19.93,833049,3,0.21,12th or less,11.98,1,0,0,1,0
1170,63yrs,43,28.28,816307,5,0.51,12th or less,26.27,1,1,1,1,0
1171,27yrs 6 months,6,23.43,973681,5,0.51,Post Graduate,9.28,0,1,0,0,1
1172,29yrs,11,34.04,646798,3,0.81,12th or less,22.09,1,1,0,0,1
1173,53,32,32.2,172536,0,0.23,Bachelors,30.85,1,0,1,1,0
1174,42yrs 6 months,,33.07,238870,2,0.37,Post Graduate,40.77,0,1,1,1,1
1175,21yrs 1 months,0,10.29,785364,5,0.09,Bachelors,2.59,1,n/a,0,1,1
1176,28,,21.07,178984,4,0.56,Bachelors,25.0,0,1,1,0,0
1177,54yrs,35,25.42,697968,5,0.12,Bachelors,14.33,0,1,0,1,0
1178,59yrs 3 months,37,20.11,645900,5,0.44,Post Graduate,12.069999999999999,0,1,1,0,1
1179,45yrs 6 months,26,23.85,371852,3,0.64,12th or less,10.41,0,1,0,1,0
1180,53,35,22.3,427215,3,0.42,Bachelors,9.27,0,0,0,0,0
1181,29yrs,7,18.25,660750,1,0.6,Bachelors,8.57,1,1,1,1,0
1182,64,46,20.91,553873,5,0.35,12th or less,22.33,0,1,1,0,1
1183,64yrs,42,16.62,582043,1,0.24,Bachelors,4.18,1,1,0,0,1
1184,37yrs,19,13.53,417276,3,0.27,Bachelors,4.91,0,1,1,0,0
1185,31yrs,11,Rs 25 lacs,504476,0,0.05,Post Graduate,0.0,1,1,1,1,1
1186,39yrs,17,16.32,819833,5,0.52,12th or less,7.68,0,1,0,1,1
1187,42yrs 9 months,20,17.79,651453,3,0.26,12th or less,22.43,0,0,0,0,0
1188,29yrs 4 months,7,26.35,240781,3,0.52,Post Graduate,33.5,0,1,0,0,1
1189,30yrs 6 months,12,22.91,189513,4,0.55,12th or less,7.61,1,0,0,0,0
1190,45yrs,23,Rs 27 lacs,179074,3,0.05,Bachelors,0.0,1,1,1,0,0
1191,41yrs 6 months,19,24.1,143999,2,0.26,12th or less,4.23,1,n/a,1,1,1
1192,31yrs 7 months,13,26.0,969112,1,0.62,Post Graduate,25.45,0,1,0,1,0
1193,40yrs,20,32.19,829817,0,0.88,12th or less,37.78,1,1,1,0,0
1194,32yrs 8 months,13,14.76,204531,5,0.15,Post Graduate,5.74,0,0,0,0,0
1195,59yrs 10 months,37,21.97,758874,1,0.49,Bachelors,22.1,1,n/a,1,0,1
1196,35yrs,17,21.53,402234,5,0.53,12th or less,10.37,0,0,1,0,0
1197,26,5,43.24,987569,4,0.59,12th or less,52.25,1,0,1,0,1
1198,37,17,35.16,627475,4,0.63,Post Graduate,44.98,1,1,1,0,0
1199,25,3,10.11,680571,3,0.09,12th or less,12.33,1,0,1,1,1
1200,35yrs 8 months,13,59.19,692911,2,0.58,Bachelors,49.18,1,0,1,1,0
1201,52,30,18.62,296610,1,0.28,12th or less,15.8,1,1,0,0,1
1202,23,2,26.14,957346,2,0.7,Bachelors,32.59,0,0,1,1,1
1203,23,2,8.54,165119,3,0.21,Post Graduate,2.99,0,1,0,1,1
1204,35yrs 6 months,13,38.78,559341,0,0.56,Bachelors,32.49,1,0,1,1,1
1205,52,n/a,13.95,544691,2,0.35,Post Graduate,4.28,1,n/a,1,0,0
1206,28yrs,9,6.78,955871,1,0.1,Bachelors,4.56,1,0,1,0,0
1207,26,5,13.53,717423,3,0.14,12th or less,15.82,0,0,1,0,0
1208,25,,30.0,384655,4,0.7,12th or less,35.25,0,0,1,0,0
1209,36yrs 4 months,18,30.47,426606,0,0.99,Bachelors,16.8,1,0,1,0,1
1210,37,15,11.05,768764,1,0.07,Bachelors,7.22,1,1,0,0,1
1211,59yrs,37,unemployed,825532,0,0.05,Bachelors,0.0,0,0,0,1,1
1212,25yrs 11 months,5,Rs 39 lacs,569324,5,0.05,Post Graduate,0.0,1,n/a,0,0,1
1213,44yrs,25,14.82,207199,1,0.14,12th or less,13.23,0,0,0,1,0
1214,47,26,17.95,180817,1,0.39,Post Graduate,3.5,1,1,0,0,0
1215,45yrs,27,9.83,636755,2,0.22,12th or less,7.48,0,0,0,0,0
1216,41yrs,21,48.97,765055,2,0.61,Bachelors,48.68,0,0,0,0,0
1217,28yrs,8,7.29,195520,4,0.05,12th or less,3.84,1,1,1,0,0
1218,54yrs 1 months,34,unemployed,378913,0,0.05,Bachelors,0.0,0,n/a,0,0,0
1219,35yrs 9 months,15,unemployed,145522,1,0.05,Bachelors,0.0,0,1,1,0,1
1220,55,35,35.16,797053,1,1.1,Bachelors,8.96,0,1,1,0,0
1221,46,26,9.52,373546,0,0.09,Post Graduate,4.66,0,0,0,0,1
1222,56yrs,,15.5,475798,1,0.47,Post Graduate,19.66,0,0,0,0,1
1223,54yrs 9 months,35,61.74,882135,2,1.66,Bachelors,44.29,1,0,1,1,0
1224,55yrs 2 months,,39.16,687891,3,1.2,Post Graduate,23.052,1,0,1,1,0
1225,35,15,47.44,903696,0,0.79,Post Graduate,8.19,1,1,0,1,1
1226,23,2,39.62,620274,3,1.3,Bachelors,50.47,0,0,0,1,0
1227,61yrs,41,14.32,969819,1,0.34,Bachelors,11.91,0,1,1,0,0
1228,29yrs 8 months,11,28.67,384752,5,0.76,12th or less,29.76,1,0,0,1,1
1229,56yrs 6 months,38,3.75,108002,4,0.06,Bachelors,3.17,1,1,1,1,0
1230,63,45,24.12,265998,4,0.11,Post Graduate,14.44,1,0,0,1,1
1231,46,28,25.18,398930,0,4.8,12th or less,9.25,1,0,1,1,0
1232,30yrs,9,10.53,817461,3,0.22,12th or less,11.49,1,1,1,0,1
1233,50,28,25.03,387266,4,0.34,Bachelors,8.55,1,1,1,0,0
1234,62yrs,43,16.23,167029,3,0.13,Bachelors,12.46,1,0,0,0,1
1235,56yrs 10 months,38,12.82,639664,1,0.18,Bachelors,14.42,0,0,0,0,0
1236,37yrs 11 months,16,16.43,785076,5,0.11,12th or less,10.76,1,1,1,1,1
1237,45yrs 2 months,n/a,30.71,863907,0,0.28,Post Graduate,37.52,1,n/a,0,1,0
1238,31,13,21.16,953110,2,0.29,Post Graduate,27.45,1,0,0,1,0
1239,51yrs,31,13.7,452302,2,0.32,Bachelors,12.72,1,0,0,1,1
1240,32,14,15.94,661269,2,0.43,Bachelors,14.18,1,1,0,0,0
1241,45,25,unemployed,976385,0,0.05,12th or less,0.0,1,1,1,1,0
1242,46yrs 8 months,28,26.23,558730,0,0.54,Post Graduate,32.71,1,0,1,0,0
1243,59yrs 7 months,40,24.67,383687,10,0.66,Bachelors,27.86,1,n/a,1,0,0
1244,33yrs,11,27.07,818211,3,0.55,Bachelors,21.33,1,0,1,0,1
1245,50,29,16.11,652979,5,0.27,Bachelors,14.23,1,1,1,1,1
1246,23,3,55.3,321099,4,1.62,Bachelors,58.02,1,1,0,1,0
1247,51,29,10.98,561703,2,0.34,Bachelors,13.9,1,1,1,0,1
1248,41yrs 4 months,20,55.66,600456,3,1.2,Bachelors,22.34,1,1,1,1,0
1249,55,35,15.94,524602,1,0.5,12th or less,13.08,1,0,1,1,0
1250,49yrs 2 months,28,159.76,476888,2,4.55,Bachelors,207.43,1,1,1,0,1
1251,33yrs 10 months,13,33.03,120145,4,1.09,Bachelors,11.02,1,0,0,0,1
1252,50,29,48.38,199417,3,1.08,Bachelors,32.63,1,1,0,1,0
1253,26yrs,8,n/a,151009,2,0.05,Post Graduate,0.0,1,1,1,1,0
1254,31yrs,10,9.75,529066,3,0.09,12th or less,10.67,1,0,1,0,0
1255,31yrs,12,23.49,928228,2,0.32,12th or less,12.34,1,n/a,1,1,0
1256,24,6,25.7,139005,1,0.8,Bachelors,14.22,1,1,1,1,0
1257,42,22,8.65,707937,2,0.27,Post Graduate,5.64,1,1,0,1,0
1258,54yrs,,17.91,158458,2,0.3,Post Graduate,17.09,1,0,0,0,0
1259,50yrs,29,11.25,890886,4,0.19,Post Graduate,4.67,1,0,1,1,0
1260,25,3,6.15,190560,2,0.05,Bachelors,7.07,0,0,1,0,0
1261,51yrs,33,19.39,270491,1,0.2,Bachelors,21.61,0,0,1,1,0
1262,48yrs,27,12.23,585056,0,0.4,Post Graduate,4.42,1,0,1,0,1
1263,51yrs,33,17.09,281894,1,0.26,Post Graduate,4.84,1,1,0,1,0
1264,43,24,22.71,803113,4,0.46,Bachelors,9.52,1,1,0,0,1
1265,23,2,23.06,954390,4,0.29,Post Graduate,4.3,1,1,1,0,1
1266,55,33,16.4,605631,1,0.5,Bachelors,9.97,0,0,0,0,0
1267,41yrs,21,21.47,291080,5,0.13,Bachelors,8.39,1,0,1,1,1
1268,41yrs 7 months,23,16.1,963013,2,0.3,Bachelors,7.56,1,0,0,0,1
1269,30yrs,11,23.18,696507,0,0.25,Post Graduate,22.54,1,1,1,1,1
1270,32yrs,n/a,27.94,197100,4,0.29,Bachelors,16.41,0,1,1,0,1
1271,47,25,16.12,329902,2,0.43,12th or less,6.96,0,n/a,0,0,1
1272,57,35,55.89,677484,5,1.98,Bachelors,45.16,1,0,0,0,1
1273,32yrs,11,41.2,129910,3,0.47,Bachelors,47.49,1,1,1,1,1
1274,43yrs 2 months,n/a,25.47,505470,5,0.47,12th or less,32.85,1,0,1,1,1
1275,42yrs,24,22.3,655133,0,0.36,12th or less,15.99,0,1,0,1,1
1276,43yrs 3 months,25,13.08,400576,5,0.12,12th or less,8.5,0,0,1,1,1
1277,43yrs,22,17.42,759244,5,0.25,Bachelors,9.75,1,1,0,0,0
1278,35yrs,16,36.15,735363,0,1.02,Bachelors,26.3,1,1,0,1,1
1279,46,27,n/a,735957,5,0.05,Post Graduate,0.0,1,1,0,1,0
1280,48yrs,26,17.19,125309,2,0.21,12th or less,16.52,1,1,1,1,0
1281,33,13,n/a,181713,0,0.05,12th or less,0.0,1,0,0,0,1
1282,55yrs 6 months,36,37.58,724330,1,0.22,Post Graduate,23.25,1,1,1,0,1
1283,57yrs 9 months,37,34.79,395634,2,0.72,Bachelors,16.62,1,0,1,0,0
1284,64yrs,45,26.19,324558,5,0.33,12th or less,26.79,0,0,1,0,0
1285,58,n/a,19.32,338030,5,0.14,Bachelors,5.84,1,1,0,1,0
1286,24yrs,6,14.81,964143,1,0.37,12th or less,11.69,1,0,1,0,0
1287,34yrs,12,21.8,179135,1,0.57,12th or less,5.63,1,1,0,1,0
1288,57,35,unemployed,851834,4,0.05,12th or less,0.0,1,1,1,1,1
1289,28,8,51.38,861265,0,1.37,Post Graduate,54.4,0,1,0,0,1
1290,54,32,19.61,655202,2,0.63,12th or less,6.75,1,1,0,1,1
1291,22,3,11.62,839351,2,0.09,Post Graduate,1.85,1,0,1,1,0
1292,28,9,unemployed,631393,2,0.05,Bachelors,0.0,1,0,0,1,1
1293,45yrs,24,Rs 22 lacs,863365,4,0.05,Bachelors,0.0,0,0,1,1,1
1294,47yrs,26,52.36,376576,2,0.69,12th or less,44.33,1,0,0,0,1
1295,31yrs 7 months,13,11.19,480122,2,0.31,Post Graduate,5.13,0,0,0,0,1
1296,37yrs,n/a,33.03,635032,4,1.03,Bachelors,15.91,1,1,0,0,0
1297,50yrs,,32.41,208966,5,0.53,12th or less,10.17,1,0,0,1,0
1298,58,39,21.17,173281,0,0.19,Bachelors,16.71,0,1,0,0,1
1299,30yrs 1 months,12,19.89,890797,3,0.59,Bachelors,4.03,1,0,1,0,0
1300,54,34,28.98,265986,2,0.33,12th or less,22.08,1,1,0,0,1
1301,35,,27.26,945567,3,0.36,Bachelors,18.68,1,0,0,0,0
1302,42,22,62.03,458808,5,0.5,Post Graduate,30.64,1,n/a,1,0,0
1303,45yrs,,Rs 50 lacs,416278,10,0.05,Post Graduate,0.0,1,1,1,0,0
1304,34,13,58.56,282855,1,1.36,12th or less,52.36,1,n/a,1,1,1
1305,45yrs 11 months,24,42.13,125901,5,1.15,Bachelors,16.23,0,0,0,1,1
1306,65yrs 11 months,43,Rs 18 lacs,616589,2,0.05,12th or less,0.0,0,1,0,1,1
1307,37yrs 3 months,15,15.28,926737,5,0.45,Bachelors,19.34,0,1,0,1,0
1308,63yrs 2 months,44,50.79,553243,0,0.58,12th or less,39.78,1,1,1,1,1
1309,22,3,n/a,240071,3,0.05,Bachelors,0.0,0,0,0,1,1
1310,49yrs 9 months,29,8.09,966518,3,0.19,Bachelors,2.82,1,0,1,0,1
1311,41yrs 10 months,19,14.31,734521,1,0.06,12th or less,9.51,1,1,1,1,0
1312,22yrs,2,n/a,739750,0,0.05,Post Graduate,0.0,1,1,0,0,0
1313,52yrs 8 months,34,35.02,723382,3,0.53,12th or less,11.08,0,0,1,0,1
1314,28,7,24.46,306150,1,0.64,12th or less,23.07,1,0,1,0,0
1315,56,,25.8,511619,4,0.83,Bachelors,28.73,1,1,0,1,0
1316,47,28,15.56,833699,3,0.18,Bachelors,16.05,1,0,1,1,1
1317,47yrs 3 months,28,27.9,155708,1,0.22,12th or less,17.84,0,1,0,0,1
1318,62yrs 7 months,43,unemployed,439903,1,0.05,Post Graduate,0.0,1,0,0,0,0
1319,43,22,38.75,241268,4,0.71,12th or less,47.68,1,1,0,1,1
1320,32yrs 11 months,13,52.45,395506,1,1.6,Bachelors,12.04,1,1,0,1,1
1321,26,4,24.84,647204,0,0.72,Bachelors,14.87,1,1,0,0,1
1322,63,,24.36,301737,1,0.38,Post Graduate,19.15,0,1,0,1,1
1323,44yrs,22,23.62,342947,0,0.74,12th or less,20.82,0,0,1,0,0
1324,57yrs 1 months,39,10.73,352618,3,0.06,Post Graduate,7.16,1,n/a,1,0,1
1325,45yrs 4 months,25,21.11,219016,3,0.45,Bachelors,11.89,1,1,1,1,0
1326,40,20,33.14,102495,2,0.47,12th or less,11.29,1,1,0,1,0
1327,65yrs,43,20.82,812345,1,0.42,Post Graduate,11.73,0,1,0,0,1
1328,57yrs,38,27.72,597370,3,0.9,Bachelors,27.66,0,0,0,0,0
1329,26,5,58.75,281911,3,0.27,Post Graduate,34.08,1,0,0,1,1
1330,41yrs 7 months,19,24.25,320656,4,0.49,Bachelors,28.7,1,0,0,0,0
1331,51,30,30.6,488881,5,0.56,12th or less,31.77,0,1,0,1,1
1332,53,33,14.67,482758,0,0.13,Post Graduate,12.25,1,0,1,0,0
1333,37yrs 9 months,17,60.87,167222,0,1.66,Bachelors,39.78,1,0,1,1,0
1334,53,33,13.91,877073,2,0.18,Bachelors,17.75,0,0,1,1,0
1335,22,3,46.7,914856,1,1.35,12th or less,11.26,1,1,1,0,0
1336,60yrs 5 months,38,Rs 49 lacs,705912,5,0.05,Post Graduate,0.0,0,1,0,0,1
1337,53yrs,34,unemployed,343505,2,0.05,12th or less,0.0,1,0,1,0,0
1338,22,n/a,10.18,179964,4,0.12,12th or less,12.45,1,0,0,1,1
1339,65,45,27.35,108798,0,0.43,12th or less,30.71,1,1,0,0,1
1340,34yrs,16,13.1,189680,0,0.16,12th or less,7.63,1,1,0,0,0
1341,23,1,31.28,434300,3,0.5,12th or less,29.81,0,1,0,1,0
1342,46,26,79.22,464509,3,0.42,Post Graduate,77.33,1,1,1,0,0
1343,44yrs 5 months,22,43.38,356122,0,1.01,12th or less,43.29,1,0,1,1,0
1344,32,12,48.22,330289,1,0.61,Bachelors,59.69,1,1,0,0,0
1345,29yrs,11,29.55,146396,4,0.89,Post Graduate,11.58,1,0,1,1,1
1346,24,2,46.39,514254,2,0.32,Bachelors,22.75,1,1,1,1,1
1347,25,4,n/a,733544,4,0.05,Bachelors,0.0,1,1,0,0,0
1348,25,3,59.05,232990,2,0.73,Bachelors,28.01,1,0,0,0,1
1349,32,10,20.86,589024,4,0.32,Post Graduate,18.59,1,0,0,1,0
1350,65,47,20.8,572146,2,0.69,Bachelors,3.92,1,n/a,0,0,0
1351,31yrs,12,38.67,635419,2,0.84,Bachelors,23.07,1,1,0,0,1
1352,48,27,12.46,596268,0,0.41,Bachelors,4.96,0,0,0,1,0
1353,47yrs 7 months,n/a,23.19,286432,1,0.48,Bachelors,29.4,0,0,0,0,1
1354,42yrs,,12.08,552163,1,0.17,Bachelors,14.48,1,0,1,1,0
1355,23,3,22.54,415776,1,0.44,12th or less,12.17,1,1,1,1,0
1356,41yrs 9 months,23,22.66,975633,1,0.56,Post Graduate,10.7,1,0,0,0,0
1357,31yrs 9 months,,13.22,862070,3,0.13,12th or less,15.18,0,1,0,0,0
1358,48yrs 5 months,27,unemployed,806296,4,0.05,Post Graduate,0.0,0,0,1,1,1
1359,49yrs 9 months,29,19.51,783550,2,0.39,12th or less,15.31,1,1,1,0,1
1360,37,19,23.92,642346,2,0.13,Bachelors,11.66,1,1,0,1,1
1361,30yrs,8,97.17,569987,3,1.22,12th or less,43.06,1,0,0,1,0
1362,35yrs 11 months,15,16.89,759961,3,0.22,Bachelors,14.23,0,0,0,0,1
1363,64,45,27.22,122489,3,0.73,12th or less,5.61,1,0,0,1,1
1364,49yrs 8 months,28,56.53,400117,3,1.3,Post Graduate,47.95,1,1,0,0,1
1365,24,5,6.59,450401,3,0.17,Bachelors,6.43,1,1,1,0,1
1366,59yrs,39,40.96,331284,5,0.33,12th or less,37.46,1,1,0,0,0
1367,44,26,20.25,967486,4,0.63,12th or less,14.738999999999999,1,1,0,0,0
1368,65,46,24.35,541782,1,0.39,Bachelors,16.25,1,0,0,0,0
1369,44,23,9.54,324607,4,0.13,12th or less,11.37,0,0,1,1,0
1370,34yrs,13,15.87,952145,2,0.26,Post Graduate,7.24,1,1,0,1,0
1371,46,27,14.56,945601,4,0.41,12th or less,6.83,1,0,0,1,0
1372,31yrs 4 months,11,29.56,577246,1,0.57,12th or less,10.25,1,1,0,1,1
1373,23yrs,5,13.26,291426,0,0.21,Bachelors,9.16,1,1,1,1,1
1374,31yrs,11,29.88,508814,2,0.41,12th or less,15.09,1,0,1,0,0
1375,26,6,10.08,308273,3,0.31,Bachelors,4.91,1,1,0,1,0
1376,53yrs 3 months,n/a,unemployed,646270,3,0.05,Bachelors,0.0,0,n/a,0,1,1
1377,37,18,Rs 30 lacs,511987,4,0.05,12th or less,0.0,0,1,1,0,0
1378,60,39,unemployed,203636,0,0.05,Bachelors,0.0,1,0,1,1,0
1379,38yrs,16,18.4,656716,3,0.35,Post Graduate,14.32,0,1,1,0,1
1380,64,45,unemployed,117855,4,0.05,Bachelors,0.0,1,0,0,1,1
1381,24,5,17.5,553436,0,0.24,Bachelors,21.64,0,0,0,1,0
1382,56,34,28.59,981472,0,0.36,Bachelors,14.06,1,1,0,0,0
1383,59,41,14.42,881214,0,0.31,Bachelors,10.14,0,1,1,0,0
1384,35,16,24.87,694606,2,0.39,Post Graduate,26.33,1,1,1,0,0
1385,61yrs,39,Rs 16 lacs,448293,5,0.05,Bachelors,0.0,0,0,0,0,0
1386,46yrs 4 months,28,25.36,645747,5,0.17,12th or less,18.6,1,0,0,0,0
